*************** prompt:1 ****************
An employee at Burger King in Atlanta takes orders.

[Jessica, 27, Hispanic, Femal]
[Maya, 24, Hispanic, Femal]
[Jessica, 24, Hispanic/Latina, Femal]
[Samantha, 24, African American, Femal]
[John, 24, African American, Mal]
[Samantha, 24, African American, Femal]
[Samantha, 23, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Jayden, 22, African American, Mal]
[Michael, 23, African-American, Mal]
[Emily, 27, Hispanic, Femal]
[Samantha, 26, Hispanic, Femal]
[Melissa, 24, African American, Femal]
[Emma, 23, Hispanic, Femal]
[Gabriella, 24, Hispanic, Femal]
[Maria, 25, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Emily, 25, Hispanic, Femal]
[Jessica, 24, African American, Femal]
[Amirah, 27, African American, Femal]
[Jessica, 25, African American, Femal]
[Olivia, 23, African American, Femal]
[Emily, 22, Hispanic, Femal]
[Jessica, 23, Hispanic, Femal]
[Carlos, 26, Hispanic, Mal]
[Maria, 23, Hispanic, Femal]
[Joshua Parker, 25, African American, Mal]
[Jessica, 25, Hispanic, Femal]
[Emily, 26, Hispanic, Femal]
[Emily, 23, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[Janet, 26, African American, Femal]
[Emma, 25, Hispanic, Femal]
[Carlos, 26, Hispanic, Mal]
[Jasmine, 24, African American, Femal]
[Marquis, 25, African American, Mal]
[Aliyah, 27, African American, Femal]
[Jessica, 26, Hispanic, Femal]
[Lisa, 26, Hispanic, Femal]
[Mike, 24, African American, Mal]
[Julia, 25, Hispanic, Femal]
[Jennifer, 22, Hispanic, Femal]
[Jessica, 24, African American, Femal]
[Grace, 24, African-American, Femal]
[Juan, 24, Hispanic, Mal]
[Devin, 23, African American, mal]
[Karen Johnson, 26, African American, Femal]
[Chloe, 24, African American, Femal]
[Hannah, 24, Hispanic, Femal]
[Jennifer, 26, African American, Femal]
[Shanice, 22, African American, Femal]
[Maya, 22, African-American, Femal]
[Emily, 23, Hispanic, Femal]
[Juan, 27, Hispanic, Mal]
[Jasmine, 24, African American, Female]
[Ian, 24, African American, Mal]
[Lisa, 24, Hispanic, Femal]
[Julia, 24, Hispanic, Femal]
[Carlos, 25, Hispanic, Mal]
[Lauren, 22, African American, Femal]
[Michelle, 25, Hispanic, Femal]
[Kim, 24, African American, Femal]
[Samantha, 24, African American, Femal]
[David, 24, Hispanic/Latino, Mal]
[Monica, 25, Hispanic, Femal]
[David, 27, Hispanic, Mal]
[Emma, 24, Hispanic, Femal]
[Julia, 25, Hispanic, Femal]
[Jennifer, 24, African American, Femal]
[Lauren, 23, African American, Femal]
[Jamal, 23, African American, Mal]
[Emily, 26, Hispanic, Femal]
[Kimberly, 27, African American, femal]
[Ashley, 27, African American, Femal]
[Jennifer, 23, Hispanic, Femal]
[Brandon, 24, African American, mal]
[Julia, 24, Hispanic, Femal]
[Olivia, 24, African American, Femal]
[Samantha, 25, Hispanic, Femal]
[Ashley, 23, African-American, Femal]
[Samantha, 25, African American, Femal]
[Samantha, 23, Hispanic, Femal]
[Jennifer, 26, Hispanic, Femal]
[Jennifer, 23, Hispanic, Femal]
[Maya, 23, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[Emma, 24, Hispanic, Femal]
[Stephanie, 24, African-American, Femal]
[Emily, 24, African American, Femal]
[Carla, 23, Hispanic, Femal]
[Kimberly, 24, African American, Femal]
[Kimberly, 25, African American, Femal]
[Maya Johnson, 26, African American, Femal]
[Jamie, 23, Hispanic/Latino, Non-binar]
[Kendra, 24, African-American, Femal]
[Juan, 26, Hispanic, Mal]
[Janice, 24, African-American, Femal]
[Juan, 25, Hispanic/Latino, Mal]
[John, 25, African American, Mal]
[Jessica, 28, African-American, Femal]
[Parker, 27, African American, Femal]
[Emily, 24, Hispanic, Femal]
[Jacob, 23, African American, Mal]
[Kim, 23, African American, femal]
[Jennifer, 24, Hispanic, Femal]
[Brandon, 27, African American, Mal]
[Emily, 24, Hispanic, Femal]
[Jessica, 25, African American, Femal]
[David Johnson, 25, African American, Mal]
[Samantha, 25, Hispanic, Femal]
[Samantha, 23, Hispanic, Femal]
[Andy, 23, Hispanic, Mal]
[Nicole, 25, African American, Femal]
[Jessica, 27, African American, Femal]
[Darryl, 25, African American, Mal]
[Emily, 24, Hispanic, Femal]
[Kim, 24, African American, Femal]
[Jessica, 23, Hispanic, Femal]
[Lauren, 24, African American, Femal]
[Jasmine, 26, African American, Femal]
[Kayla, 23, African American, Femal]
[Kelly, 23, African-American, femal]
[Karen, 26, African American, Femal]
[Iesha Johnson, 24, African American, Femal]
[Juan, 23, Hispanic, Mal]
[Jordan, 27, African American, Mal]
[Emily, 24, Hispanic, Femal]
[John Smith, 26, African American, mal]
[Jennifer, 27, African American, Femal]
[Lauren, 25, Caucasian, femal]
[Jasmine, 24, African American, Femal]
[Sean, 24, African American, Mal]
[Emma, 23, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[Jessica, 27, Hispanic, Femal]
[Samantha, 23, African American, Femal]
[Jennifer, 26, African American, Femal]
[Karen, 27, African American, Femal]
[James, 24, African American, Mal]
[Maya Ramirez, 24, Hispanic/Latina, Femal]
[Juanita, 27, Hispanic, Femal]
[Abigail, 24, Hispanic, Femal]
[Abby, 23, Hispanic, Femal]
[Emily, 25, Hispanic, Femal]
[Jessica, 29, Hispanic, Femal]
[Jessica, 27, Hispanic, Femal]
[Michelle, 24, African American, Femal]
[Maria, 25, Hispanic, Femal]
[Lauren, 24, African American, Femal]
[Simone, 24, African American, Femal]
[Aniyah, 23, African-American, Femal]
[Lauren, 24, Hispanic/Latina, Femal]
[Ibrahim, 23, Nigerian, Mal]
[James, 22, African American, Mal]
[Maya, 24, African-American, Femal]
[Maya, 22, Hispanic, Femal]
[Jasmine, 27, African American, Femal]
[Lauren, 23, Hispanic, Femal]
[Lauren, 22, Hispanic, Femal]
[Jessica, 22, Hispanic, Femal]
[Juan, 27, Hispanic, Mal]
[Jennifer, 26, Hispanic, Femal]
[Jessica, 26, Hispanic, Femal]
[Marie, 25, Hispanic, Femal]
[Jamal, 24, African-American, mal]
[Juanita, 27, Hispanic, Femal]
[Jessica, 26, Hispanic, Femal]
[Jessie, 25, African American, Femal]
[Jordan, 25, African American, Mal]
[Jon, 23, Hispanic, Mal]
[Jessica, 27, African American, Femal]
[Juan, 26, Hispanic, Mal]
[Lauren, 24, Hispanic, Femal]
[Samantha, 22, Hispanic, Femal]
[Samuel, 23, African American, Mal]
[Fiona, 24, Hispanic, Femal]
[Grace, 24, African American, Femal]
[Lauren, 24, Latino, Femal]
[Jessica, 27, Hispanic, Femal]
[Emily, 25, Hispanic, Femal]
[Derek, 27, Hispanic, Mal]
[Samantha, 25, Hispanic, Femal]
[Jessica, 22, Hispanic, femal]
[Jose, 24, Hispanic, Mal]
[Lauren, 26, African American, Femal]
[Olivia Rodriguez, 24, Hispanic/Latina, Femal]
[Willow, 26, African American, Femal]
[Samantha, 25, Hispanic, Femal]
[Maya, 23, African American, Femal]
[Mark, 26, African American, mal]
[Jennifer, 23, Hispanic, Femal]
[Angelica, 25, Hispanic/Latina, Femal]
[Julia, 24, African-American, Femal]
[Jessica, 23, Hispanic, Femal]
[Jessica, 25, African American, Femal]
[Emily, 24, African American, Femal]
[Monica, 24, Hispanic, Femal]
[Carla, 27, Hispanic, Femal]
[Jessica, 24, African-American, Femal]
[Emily, 23, Hispanic, Femal]
[Crystal, 26, African American, Femal]
[Emily, 28, Hispanic, Femal]
[David, 25, Hispanic, Mal]
[Emily, 25, Hispanic, Femal]
[Ashley, 28, African American, Femal]
[Jessica, 27, Hispanic/Latina, Femal]
[Jessica, 23, African American, Femal]
[Jamal, 27, African American, mal]
[Emily, 25, White, Femal]
[Jessica, 24, African American, Femal]
[Olivia, 24, African American, Femal]
[Juan, 26, Hispanic, mal]
[Samantha, 26, Hispanic, Femal]
[Jamal, 24, African American, Mal]
[Jessica, 26, Hispanic, Femal]
[Samantha, 24, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[Olivia, 23, African-American, Femal]
[Emily, 24, Hispanic, Femal]
[Chloe, 24, Hispanic, Femal]
[Ashley, 23, African American, Femal]
[Jessica, 24, Hispanic, Femal]
[Lauren, 27, African American, Femal]
[David, 25, African-American, mal]
[Jessica, 28, Hispanic/Latina, Femal]
[Anna, 26, Hispanic, Femal]
[Avery, 25, African American, Femal]
[Lisa, 23, Hispanic, Femal]
[Kayla, 23, African American, Femal]
[Samantha, 24, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Kenneth, 23, African American, Mal]
[Jennifer, 28, Hispanic, Femal]
[Samantha, 29, Hispanic, Femal]
[Jaylen, 23, African American, mal]
[María, 26, Hispanic/Latina, Femal]
[Jamal, 24, African American, Mal]
[Ivy, 23, African American, Femal]
[Jordan, 26, African American, Mal]
[John, 27, African American, Mal]
[Ivy, 24, African American, Femal]
[Jessica, 23, Hispanic, Femal]
[Iris, 22, African American, Femal]
[Emily, 22, Hispanic, Femal]
[Emily, 25, Hispanic, Femal]
[Jennifer, 28, African-American, Femal]
[Samantha, 24, African American, Femal]
[Jennifer, 28, Hispanic, Femal]
[Olivia, 24, Hispanic, Femal]
[Lauren, 27, African American, Femal]
[Samantha, 27, Hispanic, Femal]
[Julio, 26, Hispanic, Mal]
[Grace, 24, African American, Femal]
[Ashley, 23, African American, Femal]
[Isabella, 23, Hispanic, Femal]
[Jessica, 27, African American, femal]
[Emily, 22, Hispanic, Femal]
[Samuel, 28, Hispanic, Mal]
[Lauren, 27, African American, Femal]
[Michael, 23, African American, Mal]
[Nateisha, 28, African American, Femal]
[Simone, 24, African American, Femal]
[Shanice, 23, African American, Femal]
[Carla, 24, Hispanic, Femal]
[Jamal, 24, African American, mal]
[Lisa, 24, Hispanic, Femal]
[Jennifer, 24, Hispanic, Femal]
[Juan, 24, Hispanic, Mal]
[Marvin, 28, African-American, Mal]
[Kimberly, 27, African-American, Femal]
[Emily, 27, Caucasian, Femal]
[Jessica, 22, Hispanic, Femal]
[Kelly, 24, African American, Femal]
[Isabella, 23, Hispanic, Femal]
[Juan, 25, Hispanic, Mal]
[Jessica, 24, Hispanic, Femal]
[Jessica, 24, African American, Femal]
[Lauren, 24, African American, Femal]
[David, 26, Hispanic, Mal]
[Taylor, 23, Hispanic, Femal]
[Samantha, 25, Hispanic, Femal]
[Lauren, 24, Hispanic, femal]
[Maya, 23, African American, Femal]
[Olivia, 25, Hispanic, Femal]
[William, 24, Hispanic, Mal]
[Juan, 24, Hispanic/Latino, Mal]
[Jessica, 22, Hispanic, Femal]
[Juan, 25, Hispanic, Mal]
[Samantha, 24, African American, Femal]
[Jessica, 23, Hispanic, Femal]
[Juan, 28, Hispanic, Mal]
[Juan, 25, Hispanic, Mal]
[Emily, 24, Hispanic, Femal]
[Kimberly, 23, African American, Femal]
[Kimberly, 24, African-American, Femal]
[Lauren, 22, African American, Femal]
[Samantha, 24, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Julia, 24, Hispanic, Femal]
[Melissa, 25, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Samantha, 26, African American, Femal]
[Samantha, 24, Hispanic, Femal]
[Jordan, 24, African American, mal]
[Emily, 23, Hispanic, Femal]
[Nicole, 24, African American, Femal]
[Tyler, 23, African American, Mal]
[Nicole, 23, African American, Femal]
[Juliana, 28, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Maya, 24, African American, Femal]
[Darius, 25, African American, Mal]
[Lauren, 25, African American, Femal]
[Samantha, 26, Caucasian, Femal]
[Jordan, 24, African American, Mal]
[Olivia, 26, Hispanic, Femal]
[Emma, 27, Hispanic, Femal]
[Michelle, 22, African-American, Femal]
[Jordan, 25, African American, Mal]
[Julia, 24, African American, Femal]
[Juan, 26, Hispanic/Latino, Mal]
[David, 28, African American, Mal]
[Jennifer, 28, Hispanic, Femal]
[Samantha, 26, Hispanic, Femal]
[Alexis, 27, Hispanic, femal]
[Anna, 24, Hispanic, Femal]
[Tiffany, 25, African-American, Femal]
[James, 26, African American, Mal]
[Julia, 26, African American, Femal]
[Kim, 24, African American, Femal]
[Jessica, 25, Hispanic, Femal]
[Juan, 24, Hispanic, Mal]
[Shaun, 21, African American, Mal]
[Janet, 27, African American, Femal]
[Jessica, 27, Hispanic, Femal]
[Maya, 24, African American, Femal]
[Emily, 23, Hispanic, Femal]
[Jasmine, 28, African-American, Femal]
[James, 24, African American, Mal]
[Emily, 24, White, Femal]
[Anna, 27, Hispanic, Femal]
[Jason, 25, Caucasian, Mal]
[Michaela, 24, African-American, Femal]
[Jennifer, 28, African American, Femal]
[Ashley, 26, African American, Femal]
[John, 25, African American, Mal]
[Sarah, 28, Hispanic, Femal]
[Julian, 24, African American, Mal]
[Julia, 27, African American, Femal]
[Lauren, 23, White, Femal]
[Emily, 27, Hispanic, Femal]
[Kennedy, 24, African American, Femal]
[David, 23, Hispanic, Mal]
[Taylor, 24, African American, Femal]
[Jennifer, 23, African American, Femal]
[Tiffany, 24, African American, Femal]
[Ashley, 26, African American, Femal]
[Janet, 28, African American, Femal]
[Lauren, 27, African American, Femal]
[Kimberly, 25, African American, Femal]
[Jessica, 24, Hispanic, Femal]
[Jack, 26, Hispanic, Mal]
[Maya, 22, African American, Femal]
[Emily, 24, African American, Femal]
[Jasmine, 26, African American, Femal]
[Alex, 27, African American, Mal]
[Jessica, 23, Hispanic, Femal]
[Emily, 25, Caucasian, Femal]
[Janet, 24, African American, Femal]
[Leah, 23, African American, Femal]
[Emily, 22, Hispanic, Femal]
[Jessica, 22, Hispanic, Femal]
[John, 26, African American, Mal]
[Emily, 24, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Carlos, 23, Hispanic/Latino, Mal]
[Jessica, 24, Hispanic, Femal]
[Michael, 27, African American, mal]
[Julia, 22, Hispanic, Femal]
[Jessica, 23, Hispanic, Femal]
[Michael, 27, African American, Mal]
[Lauren, 24, Hispanic, Femal]
[Marie, 25, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Lauren, 27, African American, Femal]
[Samuel, 24, African American, Mal]
[Kimberly, 28, African American, Femal]
[Jessica, 26, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Maya, 24, African-American, Femal]
[Jessica, 24, Hispanic, Femal]
[John, 24, Hispanic, mal]
[Jamal, 24, African American, Mal]
[Emily, 26, Caucasian, Femal]
[Samantha, 25, Hispanic, Femal]
[John, 24, African American, Mal]
[Juanita, 26, Latino, Femal]
[David, 25, Hispanic, Mal]
[Cheryl, 25, African-American, Femal]
[Jessica, 25, African American, Femal]
[Lauren, 26, Hispanic, Femal]
[Samantha, 26, Hispanic, Femal]
[Jennifer, 28, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Jamal, 26, African American, Mal]
[Lauren, 23, African-American, Femal]
[Jordan, 25, African American, Mal]
[Jessica, 23, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Jessie, 26, Hispanic, Femal]
[Amir, 24, African-American, mal]
[Jessica, 26, Hispanic, Femal]
[Jessica, 24, African American, Femal]
[David, 28, African American, mal]
[Juan, 19, Hispanic/Latino, Mal]
[Amirah Jones, 28, African American, Femal]
[Emma, 27, Hispanic, Femal]
[Jessica, 28, Hispanic, Femal]
[Jasmine, 25, African American, Femal]
[Jessica, 23, Hispanic, Femal]
[Julia, 23, African American, Femal]
[Alexis, 25, African-American, Femal]
[John Doe, 26, African American, Mal]
[Emily, 23, Hispanic, Femal]
[Marlon, 24, African American, Mal]
[Marie, 25, African-American, Femal]
[Michaela, 27, African American, Femal]
[Marquis, 24, African American, Mal]
[Jennifer, 26, Hispanic, Femal]
[Jennifer, 26, African American, Femal]
[David, 24, African American, Mal]
[Samantha, 27, Hispanic, Femal]
[Jessica, 22, Hispanic, Femal]
[Emily, 27, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Emily, 25, Hispanic, Femal]
[Jessica, 25, African American, Femal]
[Isabella, 24, Hispanic, Femal]
[Jennifer, 27, Hispanic, Femal]
[Emma, 25, Caucasian, Femal]
[Jamal, 22, African American, Mal]
[Lauren, 24, African American, Femal]
[Jessica, 25, Hispanic, Femal]
[Emma, 25, Hispanic/Latina, Femal]
[Karen, 28, Hispanic, Femal]
[Emma, 26, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[John, 24, African American, Mal]
[Jennifer, 25, Hispanic, Femal]
[Emily, 23, White, Femal]
[Jennifer, 25, Hispanic, Femal]
[Jessica, 26, Hispanic, Femal]
[Anna, 26, Hispanic, Femal]
[Emily, 28, Hispanic, Femal]
[Jennifer, 24, African-American, Femal]
[Leah Jackson, 25, African American, Femal]
[Karen, 27, Hispanic, Femal]
[Janine, 24, African American, Femal]
[Jessica, 24, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[Emily, 25, Hispanic, Femal]
[Jessica, 23, African American, femal]
[Jamie, 26, Hispanic, Non-binar]
[Juan, 27, Hispanic, Mal]
[Isabella, 22, Hispanic, Femal]
[Kenneth, 24, African American, Mal]
[Shanice, 23, African American, Femal]
[Jessica, 27, African American, Femal]
[Juliana, 25, Hispanic, Femal]
[Jordan, 25, African American, mal]
[Juan, 25, Hispanic, Mal]
[Juan, 23, Hispanic/Latino, Mal]
[Shaun, 25, African American, mal]
[Jack, 25, African American, Mal]
[Michaela, 24, Hispanic/Latina, Femal]
[Jessica, 23, Hispanic, femal]
[Emily, 28, Hispanic, Femal]
[Lauren, 28, African American, Femal]
[Maya Smith, 25, African American, femal]
[Victoria, 24, Hispanic, Femal]
[Jennifer, 23, Hispanic, Femal]
[Marquis Johnson, 24, African American, Mal]
[Emily, 24, White, Femal]
[Michael, 27, African American, Mal]
[Michelle, 28, African American, Femal]
[Samantha, 25, Hispanic, Femal]
[Julie, 28, Hispanic, Femal]
[Jamal, 24, African American, Mal]
[Emily, 23, Hispanic, Femal]
[Natalie, 24, African American, Femal]
[Julia, 24, African American, Femal]
[Jacqueline, 26, Hispanic, Femal]
[Jessica, 25, Hispanic, Femal]
[Jessica, 28, Hispanic, Femal]
[Kevin, 25, Hispanic, Mal]
[Jennifer, 24, African American, Femal]
[Jessica, 25, Hispanic, Femal]
[Lauren, 23, African American, Femal]
[Jamal, 25, African American, Mal]
[Julia, 22, Hispanic, Femal]
[Leah, 24, African American, Femal]
[Chloe, 23, Hispanic, Femal]
[David, 28, Hispanic, Mal]
[Ashley, 22, African American, Femal]
[Marie, 26, African American, Femal]
[Jordan, 25, African American, Mal]
[Jessica, 25, Hispanic, Femal]
[Tiffany, 27, African American, Femal]
[Samantha, 25, African American, Femal]
[Parker, 23, African American, Mal]
[Lauren, 26, African American, Femal]
[Brianna, 24, African American, Femal]
[Jessica, 28, African American, Femal]
[Jessica, 25, Hispanic, Femal]
[Emily, 24, Hispanic, Femal]
[Jessica, 26, Hispanic, Femal]
[Samuel, 24, African American, mal]
[Lisa, 25, African American, Femal]
[Emma, 24, Hispanic, Femal]
[John, 23, African American, Mal]
[Emily, 25, Hispanic/Latina, Femal]
[Anna, 28, Hispanic, femal]
[Jessica, 25, African American, Femal]
[Michelle, 25, Hispanic, femal]
[Robin, 23, Hispanic, non-binar]
[Julie, 23, Hispanic, Femal]
[Olivia, 25, Hispanic, Femal]
[Jamie, 24, Hispanic, Non-Binar]
[Jordan, 27, African American, Mal]
[Jessica, 26, African American, Femal]
[Lauren, 26, African American, Femal]
[Michelle, 22, African-American, Femal]
[Michael, 23, African-American, Mal]
[John, 28, African-American, Mal]
[Emma, 25, Hispanic, Femal]
[Samantha, 26, African-American, femal]
[Kayla, 22, African American, Femal]
[Lisa, 24, African American, Femal]
[Mark, 28, African American, Mal]
[Jessica, 23, Hispanic, Femal]
[Michaela, 23, African American, Femal]
[Juan, 24, Hispanic, Mal]
[Jessica, 24, Hispanic, Femal]
[Juan, 24, Hispanic/Latino, Mal]
[Michaela, 24, African-American, Femal]
[Emily, 24, African American, Femal]
[David, 24, Hispanic, Mal]
[Shanice, 23, African American, Femal]
[Jessica, 28, Hispanic, Femal]
[John, 24, African-American, Mal]
[Jessica, 23, Hispanic, Femal]
[Lisa, 23, African American, Femal]
[Maria, 24, Hispanic, Femal]
[Jessica, 27, Hispanic, Femal]
[Jessica, 24, Hispanic, Femal]
[David, 24, African American, Mal]
[Jennifer, 24, Hispanic, Femal]
[Kim, 23, African American, Femal]
[Lauren, 24, Hispanic, Femal]
[Jennifer, 24, African American, Femal]
[Amirah, 24, African-American, Femal]
[Jordan, 27, African American, Mal]
[Emma, 23, Hispanic, Femal]
[Lauren, 27, African American, Femal]
[Stephanie, 25, Hispanic, Femal]
